commentText,Labels
Mam Konsa camera use karte ho,7
Thanks for this wonderful video!! It's really yummy,5
Nice,3
apki smyle mujhe achhi lagi ,4
Suprb,3
Awesome delicious,5
thanks,1
Mam this recipe I will try it so tasty and very delicious,2
I try this recipe so yummy and spicy l like that,2
tried it,6
How are u didi,6
Mujhe Bhi khaki ha,6
😄 nice,3
Bhuk lag gai ise dekhe,6
Kabita  man it's really yummy tasty maggi Hua. Thank u  once again .,5
You welcome,6
very nice,3
😋i loved it,6
Peace na dale to I hate peace,7
Nice,3
"Hii Kavita ,,,,  I love your recipe😘😘",4
Yummy,2
Nive,3
Thanks  bhn avhi maggi bnani sikhai,1
bhaut tasty bane thi,2
Mam v.nice,3
very tasty mam. can u come to my house?,5
You are my favourite cook. Love you mam.,4
testy,2
i think its gonna be sweet because of too much onions,6
iam making this Maggie tomorrow,6
Video save kar li h jara banne😊😊😊😊,6
Nice,3
Nice,3
best resepi.....,2
I'll eat my phone 🤤🤤🤤🤤🤤,6
very very nice recipe,2
So yummy thank you mam,5
Itne sare unlike kyu !! Yea toh galat hai..... 😑😑😑,6
muzea aaj pata chala magi me onion bhi date he,6
Nice kavita ji.. I will try this,3
wow!!!!,3
very tasty,2
i will try  ...  it    tomorrow.....🙃🙃🙃,6
Mem bhot mast bana tha abhi kha k howa mera...,6
It's very tasty 😋😋,2
Kachcha lag rha h🙄,6
Thank you soo much,1
TQ for providing the English translation for sharing the recipe.,1
Nice yumm😋😋😋😋😋😋,5
Marchi kab da le,7
Nice mam thankuuuu,5
Nice recipe,2
Bahut mast video h,3
Mne khud se ye try Kiya h,6
Mam it's really good..,3
Mujhe samjh me nahi a rha meri pahli baar me hi pyaj jaal gya uske baad mom ne data bta nii sakta 😂😂,6
Isi tarike se Hakka nuddles Bana sakte hai?? because I dont like chainis style nuddles. plz reply,7
Thankyou so much for sharing dis❤❤,1
yammy,2
Maggiiiiiiiiiiiiiiiiiiiiiiii  pani aa gaya,6
Super madam mast watch smusic vaibhav Laxmi puja in Marathi,6
Yammy 😋,2
Nic,3
kya taste maker use Kiya tha Apne jo Maggie k sath milta h,7
I have tried a lot of maggi recipes from youtube but this one came out the best..thank u so much ..my mom even liked it..😍😍,1
Wow😘😘😘 itni delicious Maggie recipeeee aaj tak nhi dekhi m toh Maggie itni simple banati thi 😍😍😍 nice mam mouth watering maggie😙😙,2
Itni achi Maggi bana li Tum na Hame khilane ke liye kyu nahi Bulayaarey main to mazak kar rahi hoon😁😁😁,6
Do tin minute baad toh Mera sab jal jata hai,6
mam baye  lunch box recipe plz,6
verrryyyyyyyyyyyyyyyyyyyyyyyy tastyyyyyyyyyyyyyyyyyyyyyyyy,2
Good,3
thank you much mam,1
Superb mam,3
very nice,3
Very nice recipes,2
nice and thnx,5
Hey its Riya.. am ur new subscriber..... nice vdo..... love the recipe.. nd am gonna try this today..,5
"Your videos are just Amazing , to much good that no words to say 😍😘",4
wow,3
nice,3
kabita mam u r super,4
the best thing is.......aap wahi chize use krte ho Jo easily ghr m available ho ✌😘,4
matar optional h kya,7
ma'am what if I use egg? when will I add eggs?,7
thank s give information..........!,1
very nice,3
Its yammy................... like your all vedio 😍😍😍😍😍😍😍Love u..............,5
Where do you live ma'am? In which city?,6
ok mem thanks.......,1
mam Chiken Chilli....recipy...nyc vdo 😘,5
nice,3
finally....best indian noodles recipe revealed...thank you mam,1
V nice,3
awesome,3
love all your recipes and your voice is so sweet.,4
"very good madam, very innovative way of making maggi",4
madam ur kitchen is ALWAYS very CLEAN.,6
kabita Mam seriously m big big big fan of ur recipes......,4
Can U pls post recipe for iced coffee?,7
Again Tasty Recipe 😊,2
very nice bhabi ji,3
ye recipe mujhe chahiye  thi  thanks kabita ji,1
ok,6
Apki recipie dekh kar toh mere mooh me paani agaya!! Iam a very huge fan of u,4
very testy,2
dal tadak ki recipe baato aap please,7
mam plz kfc chicken ki recipe share kijiyena...,7
love all ur recipe kavita😘😘,4
"MAM AAPKI HAR RECIPE MUJHE ACHHI LAGTI HAI AUR MAIN BANATA BHI HU....
AAP JAISE LOGO KI DUA SE COOK BHI HU........",4
l  will try . thanks mam,1
kabita mam im big fan of u.  ..,4
plzz soya chilly bnana btaye ...,7
"amazing
big fan of urs apki sari recipes bht easy or achi hoti h😘",4
I am hospitalised  and I keep seeing ur recipe videos waiting to try them once I am out. So delicious 😍 keep it up!!,5
you are so sweet,4
very nice ......,3
I have become become fan now Kabita ji😍😍Awwsum receipes..,4
nyc recipe,2
it is so easy ...and tasty mam thank you so much mam,5
 It's perfect for girl's overnight party. :) And you are so pleasant and pretty. :),4
looking tasty,2
Very very good thanks 😍,5
yee ye bahut tasty hai mera favourite hai thank you,5
thnq so much kabita ji....bht tasty ha.mai jarur bnaungi...😊😊,5
Lovely!,4
I m a bachelor and this is a bachelor favorite food ..thanx for the new touch to it,1
Thank you so much....mujhe khushi hui ki aapko ye video pasand aaya :),1
So yummy,2
Thank you,1
wow yummy i love your recipi,5
"Very Nice Mam, thanks",5
Thanks,1
Bahu hi achchha mam thanks,1
Thanks,1
Aapki aawaz bohot achi h,4
Thanks for the the yummy and delicious shakes....,5
Bhut hi acha vedio h n thanks shar karne ke liy,5
Nice video mam,3
big fan mam,4
very tasty,2
Me aap bohat badi fan hu i love u,4
Wow soo nice Recepi Thnx a lot mem??????,5
Love your voice lady,4
Wow kabita Di... Awesome... Very tasty milkshake I love it.. ????????,4
Thanku you for this recipe I try it ??????????,1
Tq so much Mm it's very easy to make and soo delicious,5
Thank you,1
Bhot aacha samjati ho aap mam,4
Kabita mam you are so nice ????,4
You are queen...,4
Thanku kabita ji mai bhi apne baccho ke liye banoogi ????,1
Thank you for the oreo shake... My favourite....,1
Thank you so much kabita ji very nice. Main banaugi,1
wowww superb mam,5
thanks mam,1
"You have a very pleasant voice, thanks for these ideas will make",5
Thank you mam. Soooooooo cooooooooooool n vary tastyyyyyyyyy. Mera to Dil KR gya peene ka. I will try mam.,5
awesome shakes...kya aap blender ka b name bata sakti h.. kis company ka h,5
your voice is like sridabi,4
Mam maine milk shake try kiye hai it's very testy. Muze blender lens hai kya aap suggest karengi kaunsa sa lu ?,5
WOW..... THIS IS CALLED REAL REFRESHMENT.....,5
Aapki awaj bhut achi h ????????,4
Nice video aap ke bolne ka treeka bhout acha hai di mai first time comment kar rai hu,4
Very very good thanks,5
"Excellent
Thanks for these amazing recipes of shakes",5
"I love fruit shakes,, apart from this ur voice is so sweet that make me watch d whole vedio??",4
I like chocolate and Oreo milkshake accha tha ap ki haath ma jadu hY very very nice ?????? and beautiful tha very nice reasep think ????????,5
Thanks for milk shakes,1
Very useful video. Now i can make it at home for my daughter. Thank you mam.??????,5
Wow... So tasty... Thanku for recipe..,5
Thanks mam,1
Excellent & delicious recipe...luv u so much....mam sach kahun to main apse khana banana sikha hai...wo v apke video dekh k..or jab kuch new banati hun to apko hi follow karti hun...thanx mam,5
superb ! & ur voice is like RJ . I felt like i am hearing aakashvani .. jst kidding :) u r great & recipes too!,5
"Thank you so much for the recipe, it'll help me open a drinks shop.",1
Thanku ..,1
"Bahut khub mam....
Fantastic.....
Nice....
Wonderful........",5
Wow thanks for sharing this vdo,5
Aap ki receipe very good aap konsa blender use karati ho,5
pls tell me about the mixer you are using.and by the way all shakes are very delicious.i will make them all for my son,5
Bhoot achche se btaya hai apne,4
Thank you so much mam??????????????????,1
Its very easy recipe. Thanku so much.,5
Wow i will try and it is very tasty thanks mam,5
mam you are awsommmm,4
thanks di you are genius I love you and I love your recipes,4
"Very delicious 
very nyc infos to make deem 
u hv a magic in ur hand 
god bless u
plz make more videos for us lyk dat",5
Thank you...n love you .. . I m your new subscriber...,1
all shakes look delicious... ???????? my favorite one is oreo milkshake.. btw which mixer grinder did you use in this recipe..??? can we use this grinder in all type of cooking...???? TIA ??,5
nice mam. really very very useful. ...its to good. ....I have no word to explain. .how much yummy and help fully,5
Wow mam so great drink.,5
Thanks for u Bahut achi shek banai apne,5
Thanks for this video????,1
Muh me pani agaya...nice sare chize ghar pe hai..me ab sare banati hu kal se.thx dear,1
Your voice so sweet GBU,4
Mam your receipi is very good but where this mixer is available?,5
Thanks,1
Ur way of making the milkshakes is awesome.,4
Jitne ache ap ho utna hi ache apke bnye hue shke h.but y grinder kha milege kya bolte h isko,5
Mam you are such a very ????awesome I will try all your milkshake thank you very much ??????????????,5
Thanks,1
Wow nice recipes thank you...,5
It is so super cool thanks for this video next time you make more delicious milk shakes thank you,5
Summer recipes ??nice fr sharing thank u frnd??????,5
waoo nice thanks,5
Very good thank you very much,5
aapko voice dipika ki trah h,4
Great,4
Thanku hame naye aandaj me sake banane or idea dene ke lye,1
Thanku,1
Oreo and chocolate milk shake is my favorite thanks for sharing,1
Thanks mam thank you so much,1
Nice mem I like,2
Wow very nice,2
You are good,4
Thank you so much mam.......... Superb????????,1
Thanks,1
Yammmy thanks mam ??????????,5
Shakes tasty h sab or aapki voice bhe un jase he sweet h bahut ..mam ??,5
nice video mam,3
Nice,2
Very nice milk sek,2
Superb love it.,3
iet's brilient Mem superb,3
Superb mam... thanku so much mam??,5
Superb and thank you very much mam ??I am going to prepare and try all the milk shakes my son and my husband are really gonna like this ??,5
Bohut hi Badiya se explain Kiya or banaya apne,4
Aapki har video bahut acchi hoti hai,4
Mam I love all your recipes so tasty,4
So yummy .... Thanks for giving best video...,5
"Extra ordinary recipes fabulous wonderful 
Speechless really",4
Thank you mam it is very very nice milkshake,5
Thankyou ji m,1
Very helpful for summer. Thanks a lot for sharing,1
Your all videos are osm and specially aap explain acche se krti h Mam aap jo h kaam ki baat hi krti h time west nhi krti mujhe ye baat bahut acchi Lgti h,4
mam j u r amazing ...apki recipe bahut achhi h ... m jarur try krunga ... God bless you mam j...??????????,4
"Yummy mam.????
Mujhe apke jaisa grinder Lena ..kha se purchase Kiya mam...plzz tell me.",5
Oreo is the best milk shake thanks for making it,1
than you so much mem,1
thanks,1
ur SWEET mam,4
"Mam
Ur voice is vry attractive",4
Oww my favourite #kabita ji i really miss u milgayaa apka channel muje,4
Assalamealikum khriyt mam mein ne video dekhne se pahle hi like karli MasaAllah ap kay sare recipes bohat achi hoti hai thanks for u,5
Didi aap ka har recipe bht achha hota h aur ye sare to bht tasty lagrahe h I Will definitely try to make..thank u ...,5
"Yummy, great job mam",5
"Wow what a magic in your hands ma�am ??
My family very happy with my cooking because I try your all recipes ma�am ??
God bless you always",4
Lovely video and dishes refreshing forcsummer,5
Aap har chij acha se sikhta ho,4
Great mam????????,4
mujhe apke sare videos acche lagte hai apki aawaz bohot friendly hai,4
Didi these recipes are really delicious thank u Soo much??,5
Mai aapka sabhi video like ND share krugi thanks,1
nice cook,4
thanks a lot,1
Ty for your recipe mam,1
Very nice video,3
Nice,2
Nice,2
Mughe video bohot accha lagta mam thakyou so much,5
"I have tried oreo milkshake....
It was superb ????
Many recipes of yours I have tried and they all are awesome?? and mouth watering?? ????",5
Amazing Thnku so much Mam .,5
your voice is so sweet mem,4
U must try in masterchef.....,4
So so so so sweet voice,4
"Plz also share which blender is this?? 
Very easy and refreshing shake recipes :)",5
Thank you kabita didi,1
Your recipes are so much nice,4
Woow...thnx ma'am. Its so eazy ??,5
"Aap bht achhe ho????????
Hum zrur try krenge ye sb milkshake, cheeku wala zrur????",4
thanku sooooo much,1
Boht badiya mam thanks,1
Mam u r great.,4
mam u r so beautiful Aapki Aawaz Aur batane ka tarika bahot hi sundar hai??????????????????????????,4
super excited thanku,1
That's so easy way & amazing thankew mam????,5
Ap ki voice so sweet h mem,4
Thanks kabita mam this is briliant idea,1
"Mem, aap ke Sab milk shakes bahut aachay hai, dekhkar pata chalata hai ki ye Sab milk shakes bahut hi tasty aur yummy hongay, mai ek bar ghar par jaroor try karungee, thanks for this video.",5
Very easy method mam..thanks,5
I like all of u r recipes. U r voice is very nice n i like it.,4
Apka explain krne ka tarika fabulous h.. Unnecessary baatey nhi hoti ha.. Only point n Rcepie ki baatey.. Good,4
Thank you kabita mam.,1
U r amazing????????,4
Vry nice and thank you,5
Wow awsm shakes recepie aapne ye blender kha se liya h aur iska kya price h?,5
Ur voice is so sweet ??,4
MUJHE AWAZ PASAND AYI......,4
"Nice video, easy method to make these shakes.",5
Wow great yummy milk shake... Thanks for this video,5
"So testy. 
Nice video",5
"Love the way you make your dishes so nit n cleany way
N methods of your speaking directly goes in my mind",4
Wow mam your recipe is very yammi??,5
Aapki voice bacho jaisi hai .....,4
Very helpful.. Thanku mam,1
I tried your oreo shake today it was same as we get outside thank you so much,1
Bahut hi achhi and tasty recipes hai...... Garmi me ye bahut kaam aane wale hai....,2
Love your voice,4
Mysna try kia aj mast bna tha thk u dr,1
Thank you ye video dalne ke liye,1
Superb ??kon si blender use ki he apne?,5
"hello mam, you are making our life so easier with these yummy and effortless recipes thanks a ton :)",5
Mam I have made chocolate milkshake It was really good and nice and taste ??????,2
Thanks mam,1
Kabita di wakai me apki jitni taarif ki jaye utni kam hai me apki sari videos like karti hu or try bhi karti hu ??????,4
Nice and useful video,3
Wow this looks Superb! Amazing..can you please tell which company blending machine is this and from where you bought this?..I need to buy ...will wait for your response!,5
Thnks for sharing these yummy Nd tsty shakes with us..keep Sharing????,5
Good work .You made it look so simple,4
Waoooo mam amazing n thank you so much for this video,5
Wow.mam.yammy.milksheks.thanks.for.learn.??,5
Itna shak kis ne piya nice recipe,2
Thank you Mam,1
"Delicious..will surely try all the recipes...
Please let me know the name and model of Ur blender I would like to buy the same",5
Waooo nice,2
The all six milkshakes I have tried and my kids love it a lot..... Thanku,1
Apki voice so sweet or chocolate milkshake bhi bohot yummy hai thank you,5
You made my day thanx,1
Thanks kavita ji,1
Mam ap ki dishes bhut achhi hoti hai,4
Really nice video .....Apaka video dhekar banane ka man kar raha hai,3
nice. video,3
Description mai written mai recipe dene ke liye thanks.,1
Thankyou very much,1
With 2-3 table spoons of sugar i don't think this is that healthy ?? however it is definitely very tasty?? great work,5
nice yr yummy,5
